MGI Gene/Marker ID	Symbol	Name	Chr	Qualifier	Annotated Term	Context	Proteoform	Evidence	Inferred From	Reference(s)
MGI:104744	Kcnj2	potassium inwardly-rectifying channel, subfamily J, member 2	11		membrane repolarization during cardiac muscle cell action potential			ISO	P63252 	J:164563 	
MGI:104744	Kcnj2	potassium inwardly-rectifying channel, subfamily J, member 2	11		regulation of membrane repolarization			ISO	P63252 	J:164563 	
MGI:104744	Kcnj2	potassium inwardly-rectifying channel, subfamily J, member 2	11		regulation of skeletal muscle contraction via regulation of action potential			ISO	P63252 	J:164563 	
MGI:104755	Kcnj5	potassium inwardly-rectifying channel, subfamily J, member 5	9		membrane repolarization during atrial cardiac muscle cell action potential			ISO	P48544 	J:164563 	
MGI:1100508	Kcnj8	potassium inwardly-rectifying channel, subfamily J, member 8	6		membrane repolarization during ventricular cardiac muscle cell action potential			ISO	Q15842 	J:164563 	
MGI:1194504	Kcnj10	potassium inwardly-rectifying channel, subfamily J, member 10	1		membrane hyperpolarization			ISO	RGD:61822 	J:155856 	
MGI:1194504	Kcnj10	potassium inwardly-rectifying channel, subfamily J, member 10	1		regulation of membrane potential	happens in dorsal root ganglion,has the participant perineuronal satellite cell		IMP	MGI:2182467 	J:159727 	
MGI:1194504	Kcnj10	potassium inwardly-rectifying channel, subfamily J, member 10	1		regulation of membrane potential	happens in hippocampus,has the participant astrocyte		IMP	MGI:2182467 	J:155644 	
MGI:1194504	Kcnj10	potassium inwardly-rectifying channel, subfamily J, member 10	1		regulation of resting membrane potential	happens in corpus callosum,happens in oligodendrocyte|happens in hippocampus,happens in astrocyte		IMP	MGI:3655847 MGI:3761690 	J:126082 	
MGI:1194504	Kcnj10	potassium inwardly-rectifying channel, subfamily J, member 10	1		regulation of resting membrane potential	happens in pre-botzinger complex,happens in astrocyte		IMP		J:135777 	
MGI:1194504	Kcnj10	potassium inwardly-rectifying channel, subfamily J, member 10	1		regulation of resting membrane potential	happens in retina,happens in Mueller cell		IMP	MGI:2182467 	J:63635 	
MGI:107501	Kcnj11	potassium inwardly rectifying channel, subfamily J, member 11	7		regulation of membrane potential			ISO	Q14654 	J:164563 	
MGI:109322	Kcnk1	potassium channel, subfamily K, member 1	8		regulation of resting membrane potential			ISO	O00180 	J:164563 	
MGI:109322	Kcnk1	potassium channel, subfamily K, member 1	8		stabilization of membrane potential			IBA	PTN000108561 	J:265628 	
MGI:109366	Kcnk2	potassium channel, subfamily K, member 2	1		regulation of membrane potential			IGI	MGI:1346013 MGI:1930150 MGI:1930153 	J:184566 	
MGI:109366	Kcnk2	potassium channel, subfamily K, member 2	1		stabilization of membrane potential			IBA	PTN000108561 	J:265628 	
MGI:109366	Kcnk2	potassium channel, subfamily K, member 2	1		stabilization of membrane potential			TAS		J:72776 	
MGI:1100509	Kcnk3	potassium channel, subfamily K, member 3	5		stabilization of membrane potential			IBA	PTN000108561 	J:265628 	
MGI:1298234	Kcnk4	potassium channel, subfamily K, member 4	19		stabilization of membrane potential			IBA	PTN000108561 	J:265628 	
MGI:1336175	Kcnk5	potassium channel, subfamily K, member 5	14		regulation of resting membrane potential			IDA		J:177439 	
MGI:1336175	Kcnk5	potassium channel, subfamily K, member 5	14		stabilization of membrane potential			IBA	PTN000108561 	J:265628 	
MGI:1891291	Kcnk6	potassium inwardly-rectifying channel, subfamily K, member 6	7		regulation of resting membrane potential	happens in vascular associated smooth muscle cell		IMP	MGI:5474993 	J:194443 	
MGI:1891291	Kcnk6	potassium inwardly-rectifying channel, subfamily K, member 6	7		stabilization of membrane potential			IBA	PTN000108561 	J:265628 	
MGI:1341841	Kcnk7	potassium channel, subfamily K, member 7	19		stabilization of membrane potential			IBA	PTN000108561 	J:265628 	
MGI:3521816	Kcnk9	potassium channel, subfamily K, member 9	15		stabilization of membrane potential			IBA	PTN000108561 	J:265628 	
MGI:1919508	Kcnk10	potassium channel, subfamily K, member 10	12		stabilization of membrane potential			IBA	PTN000108561 	J:265628 	
MGI:2684043	Kcnk12	potassium channel, subfamily K, member 12	17		stabilization of membrane potential			IBA	PTN000108561 	J:265628 	
MGI:2384976	Kcnk13	potassium channel, subfamily K, member 13	12		stabilization of membrane potential			IBA	PTN000108561 	J:265628 	
MGI:2675209	Kcnk15	potassium channel, subfamily K, member 15	2		stabilization of membrane potential			IBA	PTN000108561 	J:265628 	
MGI:1921821	Kcnk16	potassium channel, subfamily K, member 16	14		stabilization of membrane potential			IBA	PTN000108561 	J:265628 	
MGI:2685627	Kcnk18	potassium channel, subfamily K, member 18	19		stabilization of membrane potential			IBA	PTN000108561 	J:265628 	
MGI:99923	Kcnma1	potassium large conductance calcium-activated channel, subfamily M, alpha member 1	14		neuronal action potential	happens in suprachiasmatic nucleus		IMP	MGI:3053849 	J:111722 	
MGI:99923	Kcnma1	potassium large conductance calcium-activated channel, subfamily M, alpha member 1	14		regulation of membrane potential			IDA		J:13395 	
MGI:99923	Kcnma1	potassium large conductance calcium-activated channel, subfamily M, alpha member 1	14		regulation of membrane potential	happens in cerebellum,has the participant Purkinje cell		IMP	MGI:3050114 	J:91427 	
MGI:99923	Kcnma1	potassium large conductance calcium-activated channel, subfamily M, alpha member 1	14		regulation of membrane potential	happens in organ of Corti,has the participant cochlear inner hair cell		IMP	MGI:3050114 	J:109217 	
MGI:99923	Kcnma1	potassium large conductance calcium-activated channel, subfamily M, alpha member 1	14		regulation of membrane potential			ISO	Q12791 	J:164563 	
MGI:1919663	Kcnmb2	potassium large conductance calcium-activated channel, subfamily M, beta member 2	3		action potential			ISO	Q9Y691 	J:164563 	
MGI:1919663	Kcnmb2	potassium large conductance calcium-activated channel, subfamily M, beta member 2	3		neuronal action potential			ISO	Q9Y691 	J:164563 	
MGI:3612244	Kcnmb3	potassium large conductance calcium-activated channel, subfamily M, beta member 3	3		action potential			ISO	Q9NPA1 	J:164563 	
MGI:3612244	Kcnmb3	potassium large conductance calcium-activated channel, subfamily M, beta member 3	3		neuronal action potential			ISO	Q9NPA1 	J:164563 	
MGI:1913272	Kcnmb4	potassium large conductance calcium-activated channel, subfamily M, beta member 4	10		action potential			ISO	Q86W47 	J:164563 	
MGI:1913272	Kcnmb4	potassium large conductance calcium-activated channel, subfamily M, beta member 4	10		neuronal action potential			ISO	Q86W47 	J:164563 	
MGI:2153182	Kcnn2	potassium intermediate/small conductance calcium-activated channel, subfamily N, member 2	18		membrane repolarization during atrial cardiac muscle cell action potential			IMP		J:176552 	
MGI:1277957	Kcnn4	potassium intermediate/small conductance calcium-activated channel, subfamily N, member 4	7		stabilization of membrane potential			ISO	O15554 	J:164563 	
MGI:108083	Kcnq1	potassium voltage-gated channel, subfamily Q, member 1	7		atrial cardiac muscle cell action potential			ISO	P51787 	J:164563 	
MGI:108083	Kcnq1	potassium voltage-gated channel, subfamily Q, member 1	7		membrane repolarization			IMP		J:104389 	
MGI:108083	Kcnq1	potassium voltage-gated channel, subfamily Q, member 1	7		membrane repolarization during action potential			ISO	P51787 	J:164563 	
MGI:108083	Kcnq1	potassium voltage-gated channel, subfamily Q, member 1	7		membrane repolarization during atrial cardiac muscle cell action potential			ISO	P51787 	J:164563 	
MGI:108083	Kcnq1	potassium voltage-gated channel, subfamily Q, member 1	7		membrane repolarization during cardiac muscle cell action potential			ISO	P51787 	J:164563 	
MGI:108083	Kcnq1	potassium voltage-gated channel, subfamily Q, member 1	7		membrane repolarization during ventricular cardiac muscle cell action potential			IBA	PTN002609969 	J:265628 	
MGI:108083	Kcnq1	potassium voltage-gated channel, subfamily Q, member 1	7		membrane repolarization during ventricular cardiac muscle cell action potential			ISO	P51787 	J:164563 	
MGI:108083	Kcnq1	potassium voltage-gated channel, subfamily Q, member 1	7		regulation of atrial cardiac muscle cell membrane repolarization			ISO	P51787 	J:164563 	
MGI:108083	Kcnq1	potassium voltage-gated channel, subfamily Q, member 1	7		regulation of membrane potential			ISO	RGD:621503 	J:155856 	
MGI:108083	Kcnq1	potassium voltage-gated channel, subfamily Q, member 1	7		regulation of membrane repolarization			ISO	P51787 	J:164563 	
MGI:108083	Kcnq1	potassium voltage-gated channel, subfamily Q, member 1	7		regulation of ventricular cardiac muscle cell membrane repolarization			ISO	P51787 	J:164563 	
MGI:108083	Kcnq1	potassium voltage-gated channel, subfamily Q, member 1	7		ventricular cardiac muscle cell action potential			ISO	P51787 	J:164563 	
MGI:1309503	Kcnq2	potassium voltage-gated channel, subfamily Q, member 2	2		membrane hyperpolarization			IMP	MGI:3604594 	J:14288 	
MGI:1336181	Kcnq3	potassium voltage-gated channel, subfamily Q, member 3	15		membrane hyperpolarization			IMP	MGI:3830636 	J:142688 	
MGI:2442265	Kctd7	potassium channel tetramerisation domain containing 7	5		membrane hyperpolarization			IBA	PTN002494768 	J:265628 	
MGI:2442265	Kctd7	potassium channel tetramerisation domain containing 7	5		membrane hyperpolarization			IMP		J:252002 	
MGI:96683	Kdr	kinase insert domain protein receptor	5		positive regulation of mitochondrial depolarization			ISO	P35968 	J:73065 	
MGI:1098268	Kif5b	kinesin family member 5B	18		regulation of membrane potential			ISO	P33176 	J:164563 	
MGI:1913975	Lrrk2	leucine-rich repeat kinase 2	15		excitatory postsynaptic potential	happens in striatum neuron		IMP		J:206832 	
MGI:1913975	Lrrk2	leucine-rich repeat kinase 2	15		negative regulation of excitatory postsynaptic potential	happens in pyramidal neuron,happens in cerebral cortex		IMP		J:169453 	
MGI:1913975	Lrrk2	leucine-rich repeat kinase 2	15		regulation of membrane potential			IBA	PTN002907762 	J:265628 	
MGI:1913975	Lrrk2	leucine-rich repeat kinase 2	15		regulation of membrane potential			ISO	Q5S007 	J:164563 	
MGI:1913975	Lrrk2	leucine-rich repeat kinase 2	15		regulation of mitochondrial depolarization			ISO	Q5S007 	J:164563 	
MGI:96837	Ltf	lactotransferrin	9		negative regulation of membrane potential			ISO	P02788 	J:164563 	
MGI:1926555	Mapk8ip2	mitogen-activated protein kinase 8 interacting protein 2	15		excitatory postsynaptic potential			IMP		J:166700 	
MGI:97180	Mapt	microtubule-associated protein tau	11		negative regulation of mitochondrial membrane potential			ISO	P10636 	J:164563 	
MGI:99918	Mecp2	methyl CpG binding protein 2	X		excitatory postsynaptic potential			IMP	MGI:2137311 	J:126964 	
MGI:99458	Mef2c	myocyte enhancer factor 2C	13		excitatory postsynaptic potential			IMP		J:138189 	
MGI:99458	Mef2c	myocyte enhancer factor 2C	13		excitatory postsynaptic potential	happens in dentate gyrus		IMP		J:138188 	
MGI:96969	Met	met proto-oncogene	6		excitatory postsynaptic potential			IMP		J:170966 	
MGI:1914664	Mfn1	mitofusin 1	3		positive regulation of mitochondrial membrane potential			IGI	Q80U63 	J:281198 	
MGI:1929671	Mllt11	myeloid/lymphoid or mixed-lineage leukemia; translocated to, 11	3		positive regulation of mitochondrial depolarization			IBA	PTN002692749 	J:265628 	
MGI:1929671	Mllt11	myeloid/lymphoid or mixed-lineage leukemia; translocated to, 11	3		positive regulation of mitochondrial depolarization			ISO	Q13015 	J:164563 	
MGI:1858257	Mpp2	membrane protein, palmitoylated 2 (MAGUK p55 subfamily member 2)	11		excitatory postsynaptic potential			IMP		J:231015 	
MGI:1929260	Mtch2	mitochondrial carrier 2	2		negative regulation of mitochondrial membrane potential	happens in hematopoietic stem cell		IMP	MGI:2449949 MGI:5566664 	J:224442 	
MGI:1915135	Mtln	mitoregulin	2		positive regulation of mitochondrial membrane potential			IBA	PTN002201359 	J:265628 	
MGI:1924366	Mtmr2	myotubularin related protein 2	9		negative regulation of excitatory postsynaptic potential			ISO	RGD:1311865 	J:155856 	
MGI:2181726	Mtnr1b	melatonin receptor 1B	9		regulation of neuronal action potential			ISO	RGD:620798 	J:155856 	
MGI:1915600	Mul1	mitochondrial ubiquitin ligase activator of NFKB 1	4		regulation of mitochondrial membrane potential	happens in primary neuron		IGI	Q9WVS6 	J:219122 	
MGI:97250	Myc	myelocytomatosis oncogene	15		positive regulation of mitochondrial membrane potential			ISO	RGD:3130 	J:155856 	
MGI:1919210	Myh14	myosin, heavy polypeptide 14	7		neuronal action potential			ISO	Q7Z406 	J:164563 	
MGI:1202864	Myoc	myocilin	1		positive regulation of mitochondrial depolarization			ISO	Q99972 	J:164563 	
MGI:2444306	Nalcn	sodium leak channel, non-selective	14		regulation of resting membrane potential			IMP		J:141581 	
MGI:1344370	Ndufc2	NADH:ubiquinone oxidoreductase subunit C2	7		positive regulation of mitochondrial membrane potential			ISO	RGD:1307511 	J:155856 	
MGI:2443241	Ndufs1	NADH:ubiquinone oxidoreductase core subunit S1	1		regulation of mitochondrial membrane potential			ISO	P28331 	J:164563 	
MGI:1343135	Ndufs4	NADH:ubiquinone oxidoreductase core subunit S4	13		regulation of mitochondrial membrane potential			IMP	MGI:3527173 	J:232864 	
MGI:1933754	Nedd4l	neural precursor cell expressed, developmentally down-regulated gene 4-like	18		regulation of membrane depolarization			ISO	Q96PU5 	J:164563 	
MGI:1933754	Nedd4l	neural precursor cell expressed, developmentally down-regulated gene 4-like	18		regulation of membrane potential			ISO	Q96PU5 	J:164563 	
MGI:1933754	Nedd4l	neural precursor cell expressed, developmentally down-regulated gene 4-like	18		regulation of membrane repolarization			ISO	Q96PU5 	J:164563 	
MGI:1933754	Nedd4l	neural precursor cell expressed, developmentally down-regulated gene 4-like	18		ventricular cardiac muscle cell action potential			ISO	RGD:735047 	J:155856 	
MGI:2180216	Neto1	neuropilin (NRP) and tolloid (TLL)-like 1	18		positive regulation of excitatory postsynaptic potential	happens in hippocampus		IMP	MGI:3836584 	J:174557 	
MGI:1921763	Neto2	neuropilin (NRP) and tolloid (TLL)-like 2	8	NOT	positive regulation of excitatory postsynaptic potential	happens in hippocampus		IMP	MGI:5141222 	J:174557 	
MGI:97323	Ngfr	nerve growth factor receptor (TNFR superfamily, member 16)	11		negative regulation of mitochondrial depolarization			ISO	RGD:3177 	J:155856 	
MGI:97323	Ngfr	nerve growth factor receptor (TNFR superfamily, member 16)	11		positive regulation of excitatory postsynaptic potential			ISO	RGD:3177 	J:155856 	
MGI:2179435	Nlgn1	neuroligin 1	3	NOT	inhibitory postsynaptic potential			IMP		J:138036 	
MGI:2179435	Nlgn1	neuroligin 1	3		positive regulation of excitatory postsynaptic potential			IDA		J:138036 	
MGI:2179435	Nlgn1	neuroligin 1	3		positive regulation of excitatory postsynaptic potential	happens in hippocampal pyramidal neuron		IMP		J:197488 	
MGI:2179435	Nlgn1	neuroligin 1	3		positive regulation of excitatory postsynaptic potential			ISO	RGD:621117 	J:155856 	
MGI:2179435	Nlgn1	neuroligin 1	3		positive regulation of excitatory postsynaptic potential			ISO	Q8N2Q7 	J:164563 	
MGI:2681835	Nlgn2	neuroligin 2	11		positive regulation of excitatory postsynaptic potential			IMP		J:175189 	
MGI:2681835	Nlgn2	neuroligin 2	11		positive regulation of inhibitory postsynaptic potential			IMP		J:138036 J:175189 	
MGI:2681835	Nlgn2	neuroligin 2	11		positive regulation of inhibitory postsynaptic potential			ISO	RGD:621118 	J:155856 	
MGI:2444609	Nlgn3	neuroligin 3	X		excitatory postsynaptic potential	happens in hippocampus CA1		IMP		J:175606 	
MGI:2444609	Nlgn3	neuroligin 3	X		inhibitory postsynaptic potential			IMP		J:175606 	
MGI:2444609	Nlgn3	neuroligin 3	X		inhibitory postsynaptic potential	happens in UBERON:0008930		IMP		J:175606 	
MGI:2444609	Nlgn3	neuroligin 3	X		inhibitory postsynaptic potential			IMP	MGI:3758949 	J:125344 	
MGI:2444609	Nlgn3	neuroligin 3	X		inhibitory postsynaptic potential			ISO	RGD:621119 	J:155856 	
MGI:2444609	Nlgn3	neuroligin 3	X		negative regulation of excitatory postsynaptic potential			IMP		J:175606 	
MGI:2444609	Nlgn3	neuroligin 3	X		positive regulation of excitatory postsynaptic potential			IMP		J:184114 	
MGI:2444609	Nlgn3	neuroligin 3	X		positive regulation of inhibitory postsynaptic potential			ISO	RGD:621119 	J:155856 	
MGI:2664186	Npas4	neuronal PAS domain protein 4	19		excitatory postsynaptic potential			IMP		J:214381 	
MGI:2664186	Npas4	neuronal PAS domain protein 4	19		inhibitory postsynaptic potential			IMP		J:143367 J:214381 	
MGI:2664186	Npas4	neuronal PAS domain protein 4	19		inhibitory postsynaptic potential			IMP	MGI:3828100 	J:207770 	
MGI:1891708	Npff	neuropeptide FF-amide peptide precursor	15		excitatory postsynaptic potential			IBA	PTN001806145 	J:265628 	
MGI:1891708	Npff	neuropeptide FF-amide peptide precursor	15		excitatory postsynaptic potential			ISO	RGD:62033 	J:155856 	
MGI:1891708	Npff	neuropeptide FF-amide peptide precursor	15		regulation of membrane depolarization			ISO	RGD:62033 	J:155856 	
MGI:97367	Nppa	natriuretic peptide type A	4		regulation of atrial cardiac muscle cell membrane repolarization			ISO	P01160 	J:164563 	
MGI:3642232	Nps	neuropeptide S	7		positive regulation of action potential			IBA	PTN002195595 	J:265628 	
MGI:3642232	Nps	neuropeptide S	7		positive regulation of action potential			IDA		J:171689 	
MGI:108418	Npy2r	neuropeptide Y receptor Y2	3		negative regulation of excitatory postsynaptic potential			ISO	RGD:620475 	J:155856 	
MGI:99459	Nr3c2	nuclear receptor subfamily 3, group C, member 2	8		regulation of postsynaptic membrane potential	happens in hippocampal formation		EXP		J:137143 	
MGI:99459	Nr3c2	nuclear receptor subfamily 3, group C, member 2	8		regulation of postsynaptic membrane potential	happens in hippocampal formation		IDA		J:137143 	
MGI:104750	Nrcam	neuronal cell adhesion molecule	12		neuronal action potential propagation			IMP	MGI:2387976 	J:97392 	
MGI:1096391	Nrxn1	neurexin I	17		positive regulation of excitatory postsynaptic potential			IDA		J:175147 	
MGI:1096391	Nrxn1	neurexin I	17		positive regulation of excitatory postsynaptic potential			IMP		J:153748 	
MGI:97384	Ntrk2	neurotrophic tyrosine kinase, receptor, type 2	13		neuronal action potential propagation			IGI	MGI:97385 MGI:97631 	J:162328 	
MGI:97385	Ntrk3	neurotrophic tyrosine kinase, receptor, type 3	7		neuronal action potential propagation			IGI	MGI:97384 MGI:97631 	J:162328 	
MGI:97386	Ntsr1	neurotensin receptor 1	2		positive regulation of inhibitory postsynaptic potential			ISO	RGD:1306076 	J:155856 	
MGI:97386	Ntsr1	neurotensin receptor 1	2		regulation of action potential			ISO	RGD:1306076 	J:155856 	
MGI:97386	Ntsr1	neurotensin receptor 1	2		regulation of membrane depolarization			ISO	RGD:1306076 	J:155856 	
MGI:108018	Ntsr2	neurotensin receptor 2	12		regulation of membrane potential			IDA		J:35254 	
MGI:2181182	Nup155	nucleoporin 155	15		atrial cardiac muscle cell action potential	regulates a function/process that happens in atrium cardiac muscle,regulates a function/process that happens in cardiac muscle cell		IMP	MGI:3840086 	J:147210 	
MGI:1932139	Oga	O-GlcNAcase	19		positive regulation of mitochondrial depolarization			ISO	RGD:621077 	J:155856 	
MGI:97438	Oprd1	opioid receptor, delta 1	4		regulation of mitochondrial membrane potential			ISO	P41143 	J:164563 	
MGI:97441	Oprm1	opioid receptor, mu 1	10		excitatory postsynaptic potential			ISO	RGD:3234 	J:155856 	
MGI:1098235	P2rx1	purinergic receptor P2X, ligand-gated ion channel, 1	11		excitatory postsynaptic potential			IBA	MGI:1097160 MGI:1338859 MGI:1339957 MGI:2137026 MGI:2665170 PTN000804619 Q99571 Q99572 Q9UBL9 RGD:3240 RGD:3241 RGD:3243 RGD:620251 RGD:620253 RGD:620256 RGD:62073 	J:265628 	
MGI:1098235	P2rx1	purinergic receptor P2X, ligand-gated ion channel, 1	11		neuronal action potential			ISO	RGD:3240 	J:155856 	
MGI:2665170	P2rx2	purinergic receptor P2X, ligand-gated ion channel, 2	5		neuronal action potential			ISO	RGD:620251 	J:155856 	
MGI:1097160	P2rx3	purinergic receptor P2X, ligand-gated ion channel, 3	2		excitatory postsynaptic potential			IBA	MGI:1097160 MGI:1338859 MGI:1339957 MGI:2137026 MGI:2665170 PTN000804619 Q99571 Q99572 Q9UBL9 RGD:3240 RGD:3241 RGD:3243 RGD:620251 RGD:620253 RGD:620256 RGD:62073 	J:265628 	
MGI:1097160	P2rx3	purinergic receptor P2X, ligand-gated ion channel, 3	2		neuronal action potential			ISO	RGD:620253 	J:155856 	
MGI:1338859	P2rx4	purinergic receptor P2X, ligand-gated ion channel 4	5		excitatory postsynaptic potential			IBA	MGI:1097160 MGI:1338859 MGI:1339957 MGI:2137026 MGI:2665170 PTN000804619 Q99571 Q99572 Q9UBL9 RGD:3240 RGD:3241 RGD:3243 RGD:620251 RGD:620253 RGD:620256 RGD:62073 	J:265628 	
MGI:1338859	P2rx4	purinergic receptor P2X, ligand-gated ion channel 4	5		excitatory postsynaptic potential	happens in hippocampus CA3,regulates a function/process that happens in CNS neuron (sensu Vertebrata)		IMP	MGI:3665297 	J:112177 	
MGI:1338859	P2rx4	purinergic receptor P2X, ligand-gated ion channel 4	5		membrane depolarization			ISO	Q99571 	J:164563 	
MGI:1338859	P2rx4	purinergic receptor P2X, ligand-gated ion channel 4	5		neuronal action potential			ISO	RGD:62073 	J:155856 	
MGI:2137026	P2rx5	purinergic receptor P2X, ligand-gated ion channel, 5	11		neuronal action potential			ISO	RGD:620256 	J:155856 	
MGI:1337113	P2rx6	purinergic receptor P2X, ligand-gated ion channel, 6	16		excitatory postsynaptic potential			IBA	MGI:1097160 MGI:1338859 MGI:1339957 MGI:2137026 MGI:2665170 PTN000804619 Q99571 Q99572 Q9UBL9 RGD:3240 RGD:3241 RGD:3243 RGD:620251 RGD:620253 RGD:620256 RGD:62073 	J:265628 	
MGI:1339957	P2rx7	purinergic receptor P2X, ligand-gated ion channel, 7	5		membrane depolarization			ISO	Q99572 	J:164563 	
MGI:1339957	P2rx7	purinergic receptor P2X, ligand-gated ion channel, 7	5		positive regulation of mitochondrial depolarization	regulates a function/process that happens in submandibular gland		IMP	MGI:2386080 	J:102387 	
MGI:1921700	Pank2	pantothenate kinase 2	2		regulation of mitochondrial membrane potential	regulates a function/process that happens in neuron		IMP	MGI:3514020 	J:191150 	
MGI:2135637	Park7	Parkinson disease (autosomal recessive, early onset) 7	4		membrane depolarization			IMP	MGI:3579140 	J:111114 	
MGI:2135637	Park7	Parkinson disease (autosomal recessive, early onset) 7	4		membrane hyperpolarization			IMP	MGI:3579140 	J:111114 	
MGI:2135637	Park7	Parkinson disease (autosomal recessive, early onset) 7	4		regulation of mitochondrial membrane potential			ISO	Q99497 	J:164563 	
MGI:1340806	Parp1	poly (ADP-ribose) polymerase family, member 1	1		positive regulation of mitochondrial depolarization			ISO	RGD:2053 	J:155856 	
MGI:2149961	Pawr	PRKC, apoptosis, WT1, regulator	10		positive regulation of action potential			ISO	RGD:69065 	J:155856 	
MGI:2149961	Pawr	PRKC, apoptosis, WT1, regulator	10		positive regulation of neuronal action potential			ISO	RGD:69065 	J:155856 	
MGI:1916672	Pex5l	peroxisomal biogenesis factor 5-like	3		regulation of membrane potential	happens in hippocampus,has the participant pyramidal neuron		IDA		J:96808 	
MGI:1916672	Pex5l	peroxisomal biogenesis factor 5-like	3		regulation of membrane potential			IGI	MGI:1298210 	J:96808 	
MGI:1913126	Pias3	protein inhibitor of activated STAT 3	3		positive regulation of membrane potential			ISO	RGD:708413 	J:155856 	
MGI:2138391	Pid1	phosphotyrosine interaction domain containing 1	1		regulation of mitochondrial membrane potential			IMP		J:180647 	
MGI:3603204	Piezo1	piezo-type mechanosensitive ion channel component 1	8		regulation of membrane potential			IBA	PTN000323131 	J:265628 	
MGI:3603204	Piezo1	piezo-type mechanosensitive ion channel component 1	8		regulation of membrane potential			IMP		J:164433 	
MGI:1918781	Piezo2	piezo-type mechanosensitive ion channel component 2	18		regulation of membrane potential			IBA	PTN000323131 	J:265628 	
MGI:1918781	Piezo2	piezo-type mechanosensitive ion channel component 2	18		regulation of membrane potential			IDA		J:164433 	
MGI:1916193	Pink1	PTEN induced putative kinase 1	4		regulation of mitochondrial membrane potential			ISO	Q9BXM7 	J:164563 	
MGI:2448520	Pip5kl1	phosphatidylinositol-4-phosphate 5-kinase-like 1	2		negative regulation of mitochondrial membrane potential			ISO	Q5T9C9 	J:164563 	
MGI:1914701	Pkp2	plakophilin 2	16		cardiac muscle cell action potential			ISO	RGD:1306533 	J:155856 	
MGI:1914701	Pkp2	plakophilin 2	16		cardiac muscle cell action potential involved in contraction			ISO	Q99959 	J:164563 	
MGI:1914701	Pkp2	plakophilin 2	16		regulation of ventricular cardiac muscle cell action potential			ISO	Q99959 	J:164563 	
MGI:1914701	Pkp2	plakophilin 2	16		ventricular cardiac muscle cell action potential			ISO	Q99959 	J:164563 	
MGI:1930146	Pmaip1	phorbol-12-myristate-13-acetate-induced protein 1	18		negative regulation of mitochondrial membrane potential			IDA		J:172883 	
MGI:97631	Pmp22	peripheral myelin protein 22	11		neuronal action potential			IMP	MGI:2447704 	J:235660 	
MGI:97631	Pmp22	peripheral myelin protein 22	11		neuronal action potential propagation			IMP	MGI:2447704 	J:157710 	
MGI:1930150	Popdc2	popeye domain containing 2	16		regulation of membrane potential			IBA	PTN000250645 	J:265628 	
MGI:1930150	Popdc2	popeye domain containing 2	16		regulation of membrane potential			IGI	MGI:109366 	J:184566 	
MGI:1930153	Popdc3	popeye domain containing 3	10		regulation of membrane potential			IBA	PTN000250645 	J:265628 	
MGI:1930153	Popdc3	popeye domain containing 3	10		regulation of membrane potential			IGI	MGI:109366 	J:184566 	
MGI:1922026	Ppa2	pyrophosphatase (inorganic) 2	3		regulation of mitochondrial membrane potential			ISO	Q9H2U2 	J:164563 	
MGI:2442401	Ppp1r9a	protein phosphatase 1, regulatory subunit 9A	6		excitatory postsynaptic potential			ISO	RGD:632280 	J:155856 	
MGI:1930009	Ppp2r3c	protein phosphatase 2, regulatory subunit B'', gamma	12		regulation of mitochondrial depolarization			IMP	MGI:3759678 	J:100706 	
MGI:107164	Ppp3ca	protein phosphatase 3, catalytic subunit, alpha isoform	3		excitatory postsynaptic potential	happens in hippocampus CA3,regulates a function/process that happens in pyramidal neuron		IGI	MGI:95815 	J:120963 	
MGI:88034	Prdx3	peroxiredoxin 3	19		regulation of mitochondrial membrane potential			ISO	P30048 	J:164563 	
MGI:1913744	Prelid1	PRELI domain containing 1	13		negative regulation of mitochondrial membrane potential			ISO	Q9Y255 	J:164563 	
MGI:1913744	Prelid1	PRELI domain containing 1	13		regulation of mitochondrial membrane potential			ISO	Q9Y255 	J:164563 	
MGI:97599	Prkce	protein kinase C, epsilon	17		negative regulation of mitochondrial membrane potential			ISO	RGD:61925 	J:155856 	
MGI:97602	Prkcz	protein kinase C, zeta	4		membrane depolarization			ISO	RGD:3399 	J:155856 	
MGI:97602	Prkcz	protein kinase C, zeta	4		membrane hyperpolarization			ISO	RGD:3399 	J:155856 	
MGI:97602	Prkcz	protein kinase C, zeta	4		positive regulation of excitatory postsynaptic potential			ISO	RGD:3399 	J:155856 	
MGI:1355296	Prkn	parkin RBR E3 ubiquitin protein ligase	17		negative regulation of excitatory postsynaptic potential			ISO	RGD:61797 	J:155856 	
MGI:1355296	Prkn	parkin RBR E3 ubiquitin protein ligase	17		positive regulation of mitochondrial membrane potential			ISO	RGD:61797 	J:155856 	
MGI:1355296	Prkn	parkin RBR E3 ubiquitin protein ligase	17		regulation of mitochondrial membrane potential	happens in primary neuron		IGI	Q8VCM5 	J:219122 	
MGI:1202717	Psen1	presenilin 1	12		regulation of resting membrane potential			IMP	MGI:2149116 	J:101284 	
MGI:109583	Pten	phosphatase and tensin homolog	19		negative regulation of excitatory postsynaptic potential			IMP		J:184118 	
MGI:109583	Pten	phosphatase and tensin homolog	19		positive regulation of excitatory postsynaptic potential			IMP		J:130843 	
MGI:104908	Ptk2b	PTK2 protein tyrosine kinase 2 beta	14		positive regulation of excitatory postsynaptic potential			ISO	RGD:628758 	J:155856 	
